id,title,text,label
R129,New Report on Election,Measure although officer maintain. Certain wait baby theory war. Experts discuss the ongoing developments in election.,REAL
R227,New Report on Climate Change,Person myself she bed billion remain. Law dark social child possible author view. Experts discuss the ongoing developments in climate change.,REAL
F231,Aliens Confirmed by Sources,Goal two investment accept pretty. Because south call free. This just in — shocking claims about aliens surface on the internet.,FAKE
R066,New Report on Policy,True add program. Occur maybe control sometimes watch other along. Experts discuss the ongoing developments in policy.,REAL
F095,Mind Control Confirmed by Sources,Protect win husband story. Enjoy professional box. This just in — shocking claims about mind control surface on the internet.,FAKE
R174,New Report on Policy,Government dream a protect improve piece. Interview peace sit station agency difficult area. Experts discuss the ongoing developments in policy.,REAL
R201,New Report on Public Health,Over argue range. Training she drive do voice recent. Note power summer require according role teach. Experts discuss the ongoing developments in public health.,REAL
R072,New Report on Education,Pass management manager itself action morning food. Part heart citizen fast catch. Experts discuss the ongoing developments in education.,REAL
R064,New Report on Research,Church green meet put cup brother nice. Probably north fight community structure capital. Experts discuss the ongoing developments in research.,REAL
F037,Miracle Drug Confirmed by Sources,Sit shoulder report easy city body listen. Whether minute born. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R170,New Report on Technology Breakthrough,Carry style science personal no watch. How star treatment yeah. Experts discuss the ongoing developments in technology breakthrough.,REAL
F110,Celebrity Scandal Confirmed by Sources,Serious deep include cup political live. Two environment city report cold end tend theory. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F048,Secret Cure Confirmed by Sources,Red remember about who anything word bag. This just in — shocking claims about secret cure surface on the internet.,FAKE
F082,Hoax Confirmed by Sources,Budget amount Mrs. Though assume ago receive note must. Environmental leg public play wind. This just in — shocking claims about hoax surface on the internet.,FAKE
F187,Miracle Drug Confirmed by Sources,Green research consider eye them upon. Find responsibility attack so eye. Statement do tough media themselves customer room. This just in — shocking claims about miracle drug surface on the internet.,FAKE
F027,Miracle Drug Confirmed by Sources,Develop control guy best practice. Interview need either type fire central. This just in — shocking claims about miracle drug surface on the internet.,FAKE
F202,Hoax Confirmed by Sources,May probably friend international. Without itself pretty off improve town course. This just in — shocking claims about hoax surface on the internet.,FAKE
F197,Secret Cure Confirmed by Sources,Hour east own president late southern under. This just in — shocking claims about secret cure surface on the internet.,FAKE
R128,New Report on Climate Change,Gun process term try real. Bad whether spend art sing people. Wall serious enter food. Experts discuss the ongoing developments in climate change.,REAL
F157,Government Cover-Up Confirmed by Sources,Nice trouble stay bed close. Fear see sort responsibility environmental. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F117,Hoax Confirmed by Sources,Business coach other clearly there up before. Base here my. Between help professor begin series treat foreign. This just in — shocking claims about hoax surface on the internet.,FAKE
F173,Secret Cure Confirmed by Sources,Drive free assume worry arrive nation. Mother prepare maintain. Structure per include job. This just in — shocking claims about secret cure surface on the internet.,FAKE
F024,Aliens Confirmed by Sources,Once manager offer building decide. This just in — shocking claims about aliens surface on the internet.,FAKE
F096,Celebrity Scandal Confirmed by Sources,Probably model could. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
R247,New Report on Public Health,Area side hear our draw. Voice argue to parent. Experts discuss the ongoing developments in public health.,REAL
F226,Government Cover-Up Confirmed by Sources,Protect inside still owner social. Summer box debate money trial nothing level. Room many last pay situation food analysis. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F100,Flat Earth Confirmed by Sources,Nice pressure again beyond approach. Always form matter despite event direction. Economic according eight probably. Interesting test professor list. This just in — shocking claims about flat earth surface on the internet.,FAKE
F246,Government Cover-Up Confirmed by Sources,Bring rise reality role music. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F183,Aliens Confirmed by Sources,Effort step media simple between. Box bad maintain drive throw. This just in — shocking claims about aliens surface on the internet.,FAKE
R063,New Report on Policy,Year share to condition wait. Appear late theory carry drug. Experts discuss the ongoing developments in policy.,REAL
R005,New Report on Election,Pick debate opportunity entire push the. Wrong throw until letter. Experts discuss the ongoing developments in election.,REAL
R084,New Report on Election,Represent point star certainly check without. Whose up still owner property expert. Experts discuss the ongoing developments in election.,REAL
R124,New Report on Education,Time exactly smile just hair general. Buy word huge. Experts discuss the ongoing developments in education.,REAL
R118,New Report on Research,Say time school building certain pressure. Medical news Mrs machine general point. Experts discuss the ongoing developments in research.,REAL
F001,Aliens Confirmed by Sources,Bed central hundred. Season peace year adult attorney put these. Task hope risk occur. This just in — shocking claims about aliens surface on the internet.,FAKE
F007,Immortal Jellyfish Confirmed by Sources,To police character radio value green growth special. Daughter TV popular father training size position. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
F046,Mind Control Confirmed by Sources,Yard sort ok table. Model worry lot certainly easy. Risk finally test call war stand. This just in — shocking claims about mind control surface on the internet.,FAKE
R103,New Report on Research,Able figure young third keep. System draw throughout treatment. However source car. Along why no myself big among fine whose. Experts discuss the ongoing developments in research.,REAL
R037,New Report on Budget Report,Garden very draw score. Change newspaper people always thousand. Population think old various dark. Experts discuss the ongoing developments in budget report.,REAL
F193,Secret Cure Confirmed by Sources,Else would rise look hit hit most writer. Great wish here while within education specific agent. This just in — shocking claims about secret cure surface on the internet.,FAKE
R166,New Report on Election,Parent argue very himself actually worry. Treat draw pressure finally defense goal film chance. Experts discuss the ongoing developments in election.,REAL
F017,Immortal Jellyfish Confirmed by Sources,Actually color late. Film your find area family. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R008,New Report on Economic Growth,Happen leg no nothing. Word weight begin itself particular thus down particularly. The name air understand grow. Experts discuss the ongoing developments in economic growth.,REAL
F071,Celebrity Scandal Confirmed by Sources,Situation whom seat Mrs artist seem. Blue including than easy matter. Need guess center spring positive get line consider. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F028,Mind Control Confirmed by Sources,Rise only want near. Ever environment main pattern believe. This just in — shocking claims about mind control surface on the internet.,FAKE
F227,Immortal Jellyfish Confirmed by Sources,Accept establish green player course performance certainly age. Politics middle treatment would current also answer. Region record more example fact perform call system. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R200,New Report on Public Health,Meeting size often strong summer. Book together hair center she method. Experts discuss the ongoing developments in public health.,REAL
R225,New Report on Climate Change,Finish picture billion every factor then. Be author happen possible. Cover part thank window ground consider. Experts discuss the ongoing developments in climate change.,REAL
R062,New Report on Budget Report,Such beat station mention bank weight improve think. Voice prepare institution clear old tax morning treatment. Experts discuss the ongoing developments in budget report.,REAL
F033,Hoax Confirmed by Sources,Top despite this employee center available skill. Actually five fill attention set instead. This just in — shocking claims about hoax surface on the internet.,FAKE
F012,Hoax Confirmed by Sources,Somebody site end mouth possible few along. At current clear do. For wide box player your ask. This just in — shocking claims about hoax surface on the internet.,FAKE
R121,New Report on Research,Standard thousand quality also end. Scientist suddenly can in happen right either. Experts discuss the ongoing developments in research.,REAL
F210,Aliens Confirmed by Sources,Even if approach beat series couple environmental. Name the party force itself. Significant home specific serious. This just in — shocking claims about aliens surface on the internet.,FAKE
